generation,best_individual_fitness,mean_fitness,tree
10,623.1677993180873,Infinity,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
11,623.1677993180873,Infinity,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
12,623.1677993180873,732.36693,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
13,623.1677993180873,898846567431157800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00000,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
14,623.1677993180873,898846567431157800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00000,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
15,623.1677993180873,Infinity,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
16,623.1677993180873,Infinity,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
17,623.1677993180873,898846567431157800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00000,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
18,623.1677993180873,803.53426,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
19,623.1677993180873,687.99146,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
20,623.1677993180873,651.38793,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
21,623.1677993180873,898846567431157800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00000,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
22,623.1677993180873,898846567431157800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00000,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
23,623.1677993180873,Infinity,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
24,623.1677993180873,898846567431157800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00000,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
25,623.1677993180873,710.90821,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
26,623.1677993180873,898846567431157800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00000,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
27,623.1677993180873,Infinity,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
28,623.1677993180873,898846567431157800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00000,"(* (* _10 (/ PT (max _1 SLACK))) SLACK)"
29,623.1677993180873,774.23401,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
30,623.1677993180873,672.77711,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
31,623.1677993180873,Infinity,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
32,623.1677993180873,898846567431157800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00000,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
33,623.1677993180873,653.79498,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
34,623.1677993180873,898846567431157800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00000,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
35,623.1677993180873,804.56919,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
36,623.1677993180873,718.66901,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
37,623.1677993180873,696.18872,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
38,623.1677993180873,695.87705,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
39,623.1677993180873,680.48451,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
40,623.1677993180873,Infinity,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
41,623.1677993180873,715.61081,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
42,623.1677993180873,704.93291,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
43,623.1677993180873,898846567431157800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00000,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
44,623.1677993180873,784.11171,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
45,623.1677993180873,692.00676,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
46,623.1677993180873,713.72678,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
47,623.1677993180873,Infinity,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
48,623.1677993180873,898846567431157800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00000,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
49,623.1677993180873,898846567431157800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00000,"(* (* _10 (/ PT (max _0.1 SLACK))) SLACK)"
